Time_lapsed (hr:mm:ss) --> 00:00:02, Epoch: 1, Training loss: 7.1250267
Time_lapsed (hr:mm:ss) --> 00:10:27, Epoch: 35, Training loss: 5.3220387
Time_lapsed (hr:mm:ss) --> 00:10:29, Epoch: 35, Training loss: 6.190504
Time_lapsed (hr:mm:ss) --> 00:10:31, Epoch: 35, Training loss: 4.525405
Time_lapsed (hr:mm:ss) --> 00:10:32, Epoch: 35, Training loss: 4.7389345
Time_lapsed (hr:mm:ss) --> 00:10:34, Epoch: 35, Training loss: 5.050691
Time_lapsed (hr:mm:ss) --> 00:10:36, Epoch: 35, Training loss: 5.700585
Time_lapsed (hr:mm:ss) --> 00:10:38, Epoch: 35, Training loss: 4.3372283
Time_lapsed (hr:mm:ss) --> 00:10:40, Epoch: 35, Training loss: 5.879069
Time_lapsed (hr:mm:ss) --> 00:10:42, Epoch: 35, Training loss: 5.308065
Time_lapsed (hr:mm:ss) --> 00:10:45, Epoch: 36, Training loss: 4.3449693
Time_lapsed (hr:mm:ss) --> 00:10:47, Epoch: 36, Training loss: 5.7720504
Time_lapsed (hr:mm:ss) --> 00:10:49, Epoch: 36, Training loss: 5.072183
Time_lapsed (hr:mm:ss) --> 00:10:51, Epoch: 36, Training loss: 5.4426284
Time_lapsed (hr:mm:ss) --> 00:10:53, Epoch: 36, Training loss: 4.845349
Time_lapsed (hr:mm:ss) --> 00:10:55, Epoch: 36, Training loss: 4.888614
Time_lapsed (hr:mm:ss) --> 00:10:56, Epoch: 36, Training loss: 4.5180974
Time_lapsed (hr:mm:ss) --> 00:10:58, Epoch: 36, Training loss: 5.749829
Time_lapsed (hr:mm:ss) --> 00:11:00, Epoch: 36, Training loss: 4.8479457
Time_lapsed (hr:mm:ss) --> 00:11:04, Epoch: 37, Training loss: 4.8761983
Time_lapsed (hr:mm:ss) --> 00:11:06, Epoch: 37, Training loss: 5.8144817
Time_lapsed (hr:mm:ss) --> 00:11:07, Epoch: 37, Training loss: 4.898225
Time_lapsed (hr:mm:ss) --> 00:11:09, Epoch: 37, Training loss: 4.771107
Time_lapsed (hr:mm:ss) --> 00:11:11, Epoch: 37, Training loss: 4.20046
Time_lapsed (hr:mm:ss) --> 00:11:13, Epoch: 37, Training loss: 5.10538
Time_lapsed (hr:mm:ss) --> 00:11:15, Epoch: 37, Training loss: 4.7975717
Time_lapsed (hr:mm:ss) --> 00:11:17, Epoch: 37, Training loss: 5.230923
Time_lapsed (hr:mm:ss) --> 00:11:19, Epoch: 37, Training loss: 5.1319757
Time_lapsed (hr:mm:ss) --> 00:11:22, Epoch: 38, Training loss: 5.4954467
Time_lapsed (hr:mm:ss) --> 00:11:24, Epoch: 38, Training loss: 5.4298725
Time_lapsed (hr:mm:ss) --> 00:11:26, Epoch: 38, Training loss: 4.44125
Time_lapsed (hr:mm:ss) --> 00:11:28, Epoch: 38, Training loss: 4.3587894
Time_lapsed (hr:mm:ss) --> 00:11:30, Epoch: 38, Training loss: 4.501385
Time_lapsed (hr:mm:ss) --> 00:11:31, Epoch: 38, Training loss: 4.9709754
Time_lapsed (hr:mm:ss) --> 00:11:33, Epoch: 38, Training loss: 4.412907
Time_lapsed (hr:mm:ss) --> 00:11:35, Epoch: 38, Training loss: 4.819903
Time_lapsed (hr:mm:ss) --> 00:11:37, Epoch: 38, Training loss: 5.4805264
Time_lapsed (hr:mm:ss) --> 00:11:41, Epoch: 39, Training loss: 4.944248
Time_lapsed (hr:mm:ss) --> 00:11:42, Epoch: 39, Training loss: 5.246972
Time_lapsed (hr:mm:ss) --> 00:11:44, Epoch: 39, Training loss: 3.9717808
Time_lapsed (hr:mm:ss) --> 00:11:46, Epoch: 39, Training loss: 4.687543
Time_lapsed (hr:mm:ss) --> 00:11:48, Epoch: 39, Training loss: 4.6273785
Time_lapsed (hr:mm:ss) --> 00:11:50, Epoch: 39, Training loss: 4.345807
Time_lapsed (hr:mm:ss) --> 00:11:52, Epoch: 39, Training loss: 4.4592233
Time_lapsed (hr:mm:ss) --> 00:11:53, Epoch: 39, Training loss: 5.6624694
Time_lapsed (hr:mm:ss) --> 00:11:55, Epoch: 39, Training loss: 5.9635334
Time_lapsed (hr:mm:ss) --> 00:11:59, Epoch: 40, Training loss: 5.184654
Time_lapsed (hr:mm:ss) --> 00:12:01, Epoch: 40, Training loss: 5.265874
Time_lapsed (hr:mm:ss) --> 00:12:03, Epoch: 40, Training loss: 4.3463907
Time_lapsed (hr:mm:ss) --> 00:12:04, Epoch: 40, Training loss: 5.0901365
Time_lapsed (hr:mm:ss) --> 00:12:06, Epoch: 40, Training loss: 4.388702
Time_lapsed (hr:mm:ss) --> 00:12:08, Epoch: 40, Training loss: 5.646883
Time_lapsed (hr:mm:ss) --> 00:12:10, Epoch: 40, Training loss: 4.364268
Time_lapsed (hr:mm:ss) --> 00:12:12, Epoch: 40, Training loss: 5.401641
Time_lapsed (hr:mm:ss) --> 00:12:14, Epoch: 40, Training loss: 5.132377
Time_lapsed (hr:mm:ss) --> 00:12:17, Epoch: 41, Training loss: 4.969137
Time_lapsed (hr:mm:ss) --> 00:12:19, Epoch: 41, Training loss: 5.6465836
Time_lapsed (hr:mm:ss) --> 00:12:21, Epoch: 41, Training loss: 4.4385056
Time_lapsed (hr:mm:ss) --> 00:12:23, Epoch: 41, Training loss: 5.186936
Time_lapsed (hr:mm:ss) --> 00:12:25, Epoch: 41, Training loss: 5.0368485
Time_lapsed (hr:mm:ss) --> 00:12:27, Epoch: 41, Training loss: 5.4788094
Time_lapsed (hr:mm:ss) --> 00:12:28, Epoch: 41, Training loss: 4.1710224
Time_lapsed (hr:mm:ss) --> 00:12:30, Epoch: 41, Training loss: 6.127874
Time_lapsed (hr:mm:ss) --> 00:12:32, Epoch: 41, Training loss: 4.849065
Time_lapsed (hr:mm:ss) --> 00:12:36, Epoch: 42, Training loss: 5.0771437
Time_lapsed (hr:mm:ss) --> 00:12:38, Epoch: 42, Training loss: 5.64294
Time_lapsed (hr:mm:ss) --> 00:12:40, Epoch: 42, Training loss: 4.1808786
Time_lapsed (hr:mm:ss) --> 00:12:41, Epoch: 42, Training loss: 4.3205457
Time_lapsed (hr:mm:ss) --> 00:12:43, Epoch: 42, Training loss: 5.0734196
Time_lapsed (hr:mm:ss) --> 00:12:45, Epoch: 42, Training loss: 5.277232
Time_lapsed (hr:mm:ss) --> 00:12:47, Epoch: 42, Training loss: 4.215486
Time_lapsed (hr:mm:ss) --> 00:12:49, Epoch: 42, Training loss: 5.292163
Time_lapsed (hr:mm:ss) --> 00:12:51, Epoch: 42, Training loss: 4.689785
Time_lapsed (hr:mm:ss) --> 00:12:54, Epoch: 43, Training loss: 4.7677517
Time_lapsed (hr:mm:ss) --> 00:12:56, Epoch: 43, Training loss: 5.692006
Time_lapsed (hr:mm:ss) --> 00:12:58, Epoch: 43, Training loss: 4.4992423
Time_lapsed (hr:mm:ss) --> 00:13:00, Epoch: 43, Training loss: 5.7868776
Time_lapsed (hr:mm:ss) --> 00:13:02, Epoch: 43, Training loss: 4.2405863
Time_lapsed (hr:mm:ss) --> 00:13:03, Epoch: 43, Training loss: 5.0579553
Time_lapsed (hr:mm:ss) --> 00:13:05, Epoch: 43, Training loss: 4.3407035
Time_lapsed (hr:mm:ss) --> 00:13:07, Epoch: 43, Training loss: 5.1895866
Time_lapsed (hr:mm:ss) --> 00:13:09, Epoch: 43, Training loss: 4.303676
Time_lapsed (hr:mm:ss) --> 00:13:13, Epoch: 44, Training loss: 5.2813616
Time_lapsed (hr:mm:ss) --> 00:13:14, Epoch: 44, Training loss: 5.3137183
Time_lapsed (hr:mm:ss) --> 00:13:16, Epoch: 44, Training loss: 4.4138765
Time_lapsed (hr:mm:ss) --> 00:13:18, Epoch: 44, Training loss: 4.9872694
Time_lapsed (hr:mm:ss) --> 00:13:20, Epoch: 44, Training loss: 4.847685
Time_lapsed (hr:mm:ss) --> 00:13:22, Epoch: 44, Training loss: 4.964362
Time_lapsed (hr:mm:ss) --> 00:13:24, Epoch: 44, Training loss: 4.610141
Time_lapsed (hr:mm:ss) --> 00:13:25, Epoch: 44, Training loss: 4.9559813
Time_lapsed (hr:mm:ss) --> 00:13:27, Epoch: 44, Training loss: 4.8530436
Time_lapsed (hr:mm:ss) --> 00:13:31, Epoch: 45, Training loss: 5.0626826
Time_lapsed (hr:mm:ss) --> 00:13:33, Epoch: 45, Training loss: 5.4736004
Time_lapsed (hr:mm:ss) --> 00:13:35, Epoch: 45, Training loss: 4.483688
Time_lapsed (hr:mm:ss) --> 00:13:36, Epoch: 45, Training loss: 4.472828
Time_lapsed (hr:mm:ss) --> 00:13:38, Epoch: 45, Training loss: 4.5394945
Time_lapsed (hr:mm:ss) --> 00:13:40, Epoch: 45, Training loss: 5.0561113
Time_lapsed (hr:mm:ss) --> 00:13:42, Epoch: 45, Training loss: 4.3324046
Time_lapsed (hr:mm:ss) --> 00:13:44, Epoch: 45, Training loss: 5.0663733
Time_lapsed (hr:mm:ss) --> 00:13:46, Epoch: 45, Training loss: 4.971656
Time_lapsed (hr:mm:ss) --> 00:13:49, Epoch: 46, Training loss: 5.041438
Time_lapsed (hr:mm:ss) --> 00:13:51, Epoch: 46, Training loss: 4.638673
Time_lapsed (hr:mm:ss) --> 00:13:53, Epoch: 46, Training loss: 4.20692
Time_lapsed (hr:mm:ss) --> 00:13:55, Epoch: 46, Training loss: 5.246609
Time_lapsed (hr:mm:ss) --> 00:13:57, Epoch: 46, Training loss: 4.632962
Time_lapsed (hr:mm:ss) --> 00:13:58, Epoch: 46, Training loss: 4.6483464
Time_lapsed (hr:mm:ss) --> 00:14:00, Epoch: 46, Training loss: 4.0162454
Time_lapsed (hr:mm:ss) --> 00:14:02, Epoch: 46, Training loss: 5.62232
Time_lapsed (hr:mm:ss) --> 00:14:04, Epoch: 46, Training loss: 5.084625
Time_lapsed (hr:mm:ss) --> 00:14:08, Epoch: 47, Training loss: 4.7885036
Time_lapsed (hr:mm:ss) --> 00:14:09, Epoch: 47, Training loss: 5.9027433
Time_lapsed (hr:mm:ss) --> 00:14:11, Epoch: 47, Training loss: 4.5674095
Time_lapsed (hr:mm:ss) --> 00:14:13, Epoch: 47, Training loss: 5.6920233
Time_lapsed (hr:mm:ss) --> 00:14:15, Epoch: 47, Training loss: 4.607405
Time_lapsed (hr:mm:ss) --> 00:14:17, Epoch: 47, Training loss: 4.745836
Time_lapsed (hr:mm:ss) --> 00:14:19, Epoch: 47, Training loss: 4.41127
Time_lapsed (hr:mm:ss) --> 00:14:20, Epoch: 47, Training loss: 5.4970884
Time_lapsed (hr:mm:ss) --> 00:14:22, Epoch: 47, Training loss: 5.1411414
Time_lapsed (hr:mm:ss) --> 00:14:26, Epoch: 48, Training loss: 4.939351
Time_lapsed (hr:mm:ss) --> 00:14:28, Epoch: 48, Training loss: 5.945018
Time_lapsed (hr:mm:ss) --> 00:14:30, Epoch: 48, Training loss: 4.5206094
Time_lapsed (hr:mm:ss) --> 00:14:32, Epoch: 48, Training loss: 5.499879
Time_lapsed (hr:mm:ss) --> 00:14:33, Epoch: 48, Training loss: 4.4525785
Time_lapsed (hr:mm:ss) --> 00:14:35, Epoch: 48, Training loss: 5.185093
Time_lapsed (hr:mm:ss) --> 00:14:37, Epoch: 48, Training loss: 5.150053
Time_lapsed (hr:mm:ss) --> 00:14:39, Epoch: 48, Training loss: 5.4518323
Time_lapsed (hr:mm:ss) --> 00:14:41, Epoch: 48, Training loss: 4.6294017
Time_lapsed (hr:mm:ss) --> 00:14:45, Epoch: 49, Training loss: 4.2847815
Time_lapsed (hr:mm:ss) --> 00:14:46, Epoch: 49, Training loss: 5.3834515
Time_lapsed (hr:mm:ss) --> 00:14:48, Epoch: 49, Training loss: 4.2218013
Time_lapsed (hr:mm:ss) --> 00:14:50, Epoch: 49, Training loss: 4.4783306
Time_lapsed (hr:mm:ss) --> 00:14:52, Epoch: 49, Training loss: 4.64739
Time_lapsed (hr:mm:ss) --> 00:14:54, Epoch: 49, Training loss: 5.0289483
Time_lapsed (hr:mm:ss) --> 00:14:56, Epoch: 49, Training loss: 4.6946945
Time_lapsed (hr:mm:ss) --> 00:14:57, Epoch: 49, Training loss: 4.645346
Time_lapsed (hr:mm:ss) --> 00:14:59, Epoch: 49, Training loss: 4.595722
Time_lapsed (hr:mm:ss) --> 00:15:03, Epoch: 50, Training loss: 4.7837663
Time_lapsed (hr:mm:ss) --> 00:15:05, Epoch: 50, Training loss: 5.506293
Time_lapsed (hr:mm:ss) --> 00:15:07, Epoch: 50, Training loss: 4.2896223
Time_lapsed (hr:mm:ss) --> 00:15:08, Epoch: 50, Training loss: 5.149274
Time_lapsed (hr:mm:ss) --> 00:15:10, Epoch: 50, Training loss: 4.331873
Time_lapsed (hr:mm:ss) --> 00:15:12, Epoch: 50, Training loss: 5.281449
Time_lapsed (hr:mm:ss) --> 00:15:14, Epoch: 50, Training loss: 4.2579246
Time_lapsed (hr:mm:ss) --> 00:15:16, Epoch: 50, Training loss: 4.844473
Time_lapsed (hr:mm:ss) --> 00:15:18, Epoch: 50, Training loss: 4.4787574
Time_lapsed (hr:mm:ss) --> 00:15:21, Epoch: 51, Training loss: 5.018064
Time_lapsed (hr:mm:ss) --> 00:15:23, Epoch: 51, Training loss: 5.235971
Time_lapsed (hr:mm:ss) --> 00:15:25, Epoch: 51, Training loss: 4.037188
Time_lapsed (hr:mm:ss) --> 00:15:27, Epoch: 51, Training loss: 4.746871
Time_lapsed (hr:mm:ss) --> 00:15:29, Epoch: 51, Training loss: 4.7314363
Time_lapsed (hr:mm:ss) --> 00:15:30, Epoch: 51, Training loss: 4.0582848
Time_lapsed (hr:mm:ss) --> 00:15:32, Epoch: 51, Training loss: 4.5046954
Time_lapsed (hr:mm:ss) --> 00:15:34, Epoch: 51, Training loss: 4.716673
Time_lapsed (hr:mm:ss) --> 00:15:36, Epoch: 51, Training loss: 4.703205
Time_lapsed (hr:mm:ss) --> 00:15:40, Epoch: 52, Training loss: 4.997223
Time_lapsed (hr:mm:ss) --> 00:15:41, Epoch: 52, Training loss: 4.954565
Time_lapsed (hr:mm:ss) --> 00:15:43, Epoch: 52, Training loss: 4.0850515
Time_lapsed (hr:mm:ss) --> 00:15:45, Epoch: 52, Training loss: 4.9647083
Time_lapsed (hr:mm:ss) --> 00:15:47, Epoch: 52, Training loss: 4.3197327
Time_lapsed (hr:mm:ss) --> 00:15:49, Epoch: 52, Training loss: 4.659172
Time_lapsed (hr:mm:ss) --> 00:15:51, Epoch: 52, Training loss: 4.4781013
Time_lapsed (hr:mm:ss) --> 00:15:52, Epoch: 52, Training loss: 5.416625
Time_lapsed (hr:mm:ss) --> 00:15:54, Epoch: 52, Training loss: 4.321782
Time_lapsed (hr:mm:ss) --> 00:15:58, Epoch: 53, Training loss: 5.0402565
Time_lapsed (hr:mm:ss) --> 00:16:00, Epoch: 53, Training loss: 5.4235373
Time_lapsed (hr:mm:ss) --> 00:16:02, Epoch: 53, Training loss: 4.380143
Time_lapsed (hr:mm:ss) --> 00:16:03, Epoch: 53, Training loss: 5.4889092
Time_lapsed (hr:mm:ss) --> 00:16:05, Epoch: 53, Training loss: 5.158207
Time_lapsed (hr:mm:ss) --> 00:16:07, Epoch: 53, Training loss: 4.6662607
Time_lapsed (hr:mm:ss) --> 00:16:09, Epoch: 53, Training loss: 4.3985953
Time_lapsed (hr:mm:ss) --> 00:16:11, Epoch: 53, Training loss: 5.1580596
Time_lapsed (hr:mm:ss) --> 00:16:13, Epoch: 53, Training loss: 5.2056537
Time_lapsed (hr:mm:ss) --> 00:16:16, Epoch: 54, Training loss: 5.183411
Time_lapsed (hr:mm:ss) --> 00:16:18, Epoch: 54, Training loss: 4.7363153
Time_lapsed (hr:mm:ss) --> 00:16:20, Epoch: 54, Training loss: 4.2281
Time_lapsed (hr:mm:ss) --> 00:16:22, Epoch: 54, Training loss: 5.2572155
Time_lapsed (hr:mm:ss) --> 00:16:24, Epoch: 54, Training loss: 5.0137672
Time_lapsed (hr:mm:ss) --> 00:16:25, Epoch: 54, Training loss: 5.371776
Time_lapsed (hr:mm:ss) --> 00:16:27, Epoch: 54, Training loss: 3.9218826
Time_lapsed (hr:mm:ss) --> 00:16:29, Epoch: 54, Training loss: 5.1994452
Time_lapsed (hr:mm:ss) --> 00:16:31, Epoch: 54, Training loss: 5.6257043
Time_lapsed (hr:mm:ss) --> 00:16:35, Epoch: 55, Training loss: 4.3498964
Time_lapsed (hr:mm:ss) --> 00:16:36, Epoch: 55, Training loss: 5.9019775
Time_lapsed (hr:mm:ss) --> 00:16:38, Epoch: 55, Training loss: 3.9816263
Time_lapsed (hr:mm:ss) --> 00:16:40, Epoch: 55, Training loss: 3.9424407
Time_lapsed (hr:mm:ss) --> 00:16:42, Epoch: 55, Training loss: 4.794388
Time_lapsed (hr:mm:ss) --> 00:16:44, Epoch: 55, Training loss: 4.422976
Time_lapsed (hr:mm:ss) --> 00:16:46, Epoch: 55, Training loss: 4.0589066
Time_lapsed (hr:mm:ss) --> 00:16:47, Epoch: 55, Training loss: 5.108208
Time_lapsed (hr:mm:ss) --> 00:16:49, Epoch: 55, Training loss: 4.3433604
Time_lapsed (hr:mm:ss) --> 00:16:53, Epoch: 56, Training loss: 4.7405143
Time_lapsed (hr:mm:ss) --> 00:16:55, Epoch: 56, Training loss: 5.4236684
Time_lapsed (hr:mm:ss) --> 00:16:57, Epoch: 56, Training loss: 4.765388
Time_lapsed (hr:mm:ss) --> 00:16:58, Epoch: 56, Training loss: 4.5981207
Time_lapsed (hr:mm:ss) --> 00:17:00, Epoch: 56, Training loss: 5.1459985
Time_lapsed (hr:mm:ss) --> 00:17:02, Epoch: 56, Training loss: 4.6079054
Time_lapsed (hr:mm:ss) --> 00:17:04, Epoch: 56, Training loss: 4.1631384
Time_lapsed (hr:mm:ss) --> 00:17:06, Epoch: 56, Training loss: 5.292663
Time_lapsed (hr:mm:ss) --> 00:17:08, Epoch: 56, Training loss: 4.0528264
Time_lapsed (hr:mm:ss) --> 00:17:11, Epoch: 57, Training loss: 4.9902263
Time_lapsed (hr:mm:ss) --> 00:17:13, Epoch: 57, Training loss: 5.2216935
Time_lapsed (hr:mm:ss) --> 00:17:15, Epoch: 57, Training loss: 4.0879455
Time_lapsed (hr:mm:ss) --> 00:17:17, Epoch: 57, Training loss: 5.9628096
Time_lapsed (hr:mm:ss) --> 00:17:18, Epoch: 57, Training loss: 4.6326647
Time_lapsed (hr:mm:ss) --> 00:17:20, Epoch: 57, Training loss: 4.5134754
Time_lapsed (hr:mm:ss) --> 00:17:22, Epoch: 57, Training loss: 4.081614
Time_lapsed (hr:mm:ss) --> 00:17:24, Epoch: 57, Training loss: 5.642805
Time_lapsed (hr:mm:ss) --> 00:17:26, Epoch: 57, Training loss: 4.8433
Time_lapsed (hr:mm:ss) --> 00:17:29, Epoch: 58, Training loss: 4.39213
Time_lapsed (hr:mm:ss) --> 00:17:31, Epoch: 58, Training loss: 4.8334794
Time_lapsed (hr:mm:ss) --> 00:17:33, Epoch: 58, Training loss: 4.0939345
Time_lapsed (hr:mm:ss) --> 00:17:35, Epoch: 58, Training loss: 4.0264316
Time_lapsed (hr:mm:ss) --> 00:17:37, Epoch: 58, Training loss: 4.9520235
Time_lapsed (hr:mm:ss) --> 00:17:39, Epoch: 58, Training loss: 5.4058404
Time_lapsed (hr:mm:ss) --> 00:17:40, Epoch: 58, Training loss: 3.6336918
Time_lapsed (hr:mm:ss) --> 00:17:42, Epoch: 58, Training loss: 4.6943784
Time_lapsed (hr:mm:ss) --> 00:17:44, Epoch: 58, Training loss: 4.801067
Time_lapsed (hr:mm:ss) --> 00:17:48, Epoch: 59, Training loss: 4.5609007
Time_lapsed (hr:mm:ss) --> 00:17:50, Epoch: 59, Training loss: 4.603997
Time_lapsed (hr:mm:ss) --> 00:17:51, Epoch: 59, Training loss: 4.3415127
Time_lapsed (hr:mm:ss) --> 00:17:53, Epoch: 59, Training loss: 4.1848545
Time_lapsed (hr:mm:ss) --> 00:17:55, Epoch: 59, Training loss: 4.942772
Time_lapsed (hr:mm:ss) --> 00:17:57, Epoch: 59, Training loss: 4.300992
Time_lapsed (hr:mm:ss) --> 00:17:59, Epoch: 59, Training loss: 4.42317
Time_lapsed (hr:mm:ss) --> 00:18:01, Epoch: 59, Training loss: 5.0991325
Time_lapsed (hr:mm:ss) --> 00:18:02, Epoch: 59, Training loss: 5.07915
Time_lapsed (hr:mm:ss) --> 00:18:06, Epoch: 60, Training loss: 4.8563375
Time_lapsed (hr:mm:ss) --> 00:18:08, Epoch: 60, Training loss: 4.8051257
Time_lapsed (hr:mm:ss) --> 00:18:10, Epoch: 60, Training loss: 4.650175
Time_lapsed (hr:mm:ss) --> 00:18:12, Epoch: 60, Training loss: 4.0878315
Time_lapsed (hr:mm:ss) --> 00:18:14, Epoch: 60, Training loss: 5.0516524
Time_lapsed (hr:mm:ss) --> 00:18:15, Epoch: 60, Training loss: 4.2961435
Time_lapsed (hr:mm:ss) --> 00:18:17, Epoch: 60, Training loss: 3.7574487
Time_lapsed (hr:mm:ss) --> 00:18:19, Epoch: 60, Training loss: 5.1282806
Time_lapsed (hr:mm:ss) --> 00:18:21, Epoch: 60, Training loss: 4.365473
Time_lapsed (hr:mm:ss) --> 00:18:24, Epoch: 61, Training loss: 4.6816535
Time_lapsed (hr:mm:ss) --> 00:18:26, Epoch: 61, Training loss: 5.703587
Time_lapsed (hr:mm:ss) --> 00:18:28, Epoch: 61, Training loss: 4.5553036
Time_lapsed (hr:mm:ss) --> 00:18:30, Epoch: 61, Training loss: 4.6416907
Time_lapsed (hr:mm:ss) --> 00:18:32, Epoch: 61, Training loss: 4.8377166
Time_lapsed (hr:mm:ss) --> 00:18:34, Epoch: 61, Training loss: 4.8088775
Time_lapsed (hr:mm:ss) --> 00:18:35, Epoch: 61, Training loss: 4.1715064
Time_lapsed (hr:mm:ss) --> 00:18:37, Epoch: 61, Training loss: 5.0673738
Time_lapsed (hr:mm:ss) --> 00:18:39, Epoch: 61, Training loss: 5.064355
Time_lapsed (hr:mm:ss) --> 00:18:43, Epoch: 62, Training loss: 4.848183
Time_lapsed (hr:mm:ss) --> 00:18:45, Epoch: 62, Training loss: 5.12331
Time_lapsed (hr:mm:ss) --> 00:18:46, Epoch: 62, Training loss: 4.588625
Time_lapsed (hr:mm:ss) --> 00:18:48, Epoch: 62, Training loss: 5.1408896
Time_lapsed (hr:mm:ss) --> 00:18:50, Epoch: 62, Training loss: 5.3101187
Time_lapsed (hr:mm:ss) --> 00:18:52, Epoch: 62, Training loss: 5.1648717
Time_lapsed (hr:mm:ss) --> 00:18:54, Epoch: 62, Training loss: 3.6578684
Time_lapsed (hr:mm:ss) --> 00:18:55, Epoch: 62, Training loss: 5.008462
Time_lapsed (hr:mm:ss) --> 00:18:57, Epoch: 62, Training loss: 4.696572
Time_lapsed (hr:mm:ss) --> 00:19:01, Epoch: 63, Training loss: 4.4357843
Time_lapsed (hr:mm:ss) --> 00:19:03, Epoch: 63, Training loss: 4.8968725
Time_lapsed (hr:mm:ss) --> 00:19:05, Epoch: 63, Training loss: 4.3005114
Time_lapsed (hr:mm:ss) --> 00:19:07, Epoch: 63, Training loss: 5.0149493
Time_lapsed (hr:mm:ss) --> 00:19:08, Epoch: 63, Training loss: 4.3504286
Time_lapsed (hr:mm:ss) --> 00:19:10, Epoch: 63, Training loss: 4.3438334
Time_lapsed (hr:mm:ss) --> 00:19:12, Epoch: 63, Training loss: 4.005306
Time_lapsed (hr:mm:ss) --> 00:19:14, Epoch: 63, Training loss: 4.875145
Time_lapsed (hr:mm:ss) --> 00:19:16, Epoch: 63, Training loss: 4.5232563
Time_lapsed (hr:mm:ss) --> 00:19:19, Epoch: 64, Training loss: 4.421266
Time_lapsed (hr:mm:ss) --> 00:19:21, Epoch: 64, Training loss: 5.609602
Time_lapsed (hr:mm:ss) --> 00:19:23, Epoch: 64, Training loss: 4.09054
Time_lapsed (hr:mm:ss) --> 00:19:25, Epoch: 64, Training loss: 4.779819
Time_lapsed (hr:mm:ss) --> 00:19:27, Epoch: 64, Training loss: 4.318646
Time_lapsed (hr:mm:ss) --> 00:19:28, Epoch: 64, Training loss: 4.2847404
Time_lapsed (hr:mm:ss) --> 00:19:30, Epoch: 64, Training loss: 4.020341
Time_lapsed (hr:mm:ss) --> 00:19:32, Epoch: 64, Training loss: 4.93775
Time_lapsed (hr:mm:ss) --> 00:19:34, Epoch: 64, Training loss: 4.8773365
Time_lapsed (hr:mm:ss) --> 00:19:38, Epoch: 65, Training loss: 4.8699765
Time_lapsed (hr:mm:ss) --> 00:19:40, Epoch: 65, Training loss: 5.7038603
Time_lapsed (hr:mm:ss) --> 00:19:41, Epoch: 65, Training loss: 4.064931
Time_lapsed (hr:mm:ss) --> 00:19:43, Epoch: 65, Training loss: 4.895979
Time_lapsed (hr:mm:ss) --> 00:19:45, Epoch: 65, Training loss: 4.481065
Time_lapsed (hr:mm:ss) --> 00:19:47, Epoch: 65, Training loss: 4.97664
Time_lapsed (hr:mm:ss) --> 00:19:49, Epoch: 65, Training loss: 4.230085
Time_lapsed (hr:mm:ss) --> 00:19:51, Epoch: 65, Training loss: 5.486603
Time_lapsed (hr:mm:ss) --> 00:19:52, Epoch: 65, Training loss: 4.4420943
Time_lapsed (hr:mm:ss) --> 00:19:56, Epoch: 66, Training loss: 5.080633
Time_lapsed (hr:mm:ss) --> 00:19:58, Epoch: 66, Training loss: 4.605448
Time_lapsed (hr:mm:ss) --> 00:20:00, Epoch: 66, Training loss: 4.3445306
Time_lapsed (hr:mm:ss) --> 00:20:02, Epoch: 66, Training loss: 5.0816193
Time_lapsed (hr:mm:ss) --> 00:20:03, Epoch: 66, Training loss: 5.196886
Time_lapsed (hr:mm:ss) --> 00:20:05, Epoch: 66, Training loss: 5.0517073
Time_lapsed (hr:mm:ss) --> 00:20:07, Epoch: 66, Training loss: 4.104502
Time_lapsed (hr:mm:ss) --> 00:20:09, Epoch: 66, Training loss: 4.490455
Time_lapsed (hr:mm:ss) --> 00:20:11, Epoch: 66, Training loss: 4.515126
Time_lapsed (hr:mm:ss) --> 00:20:14, Epoch: 67, Training loss: 4.084124
Time_lapsed (hr:mm:ss) --> 00:20:16, Epoch: 67, Training loss: 4.5983195
Time_lapsed (hr:mm:ss) --> 00:20:18, Epoch: 67, Training loss: 4.279674
Time_lapsed (hr:mm:ss) --> 00:20:20, Epoch: 67, Training loss: 5.1713
Time_lapsed (hr:mm:ss) --> 00:20:22, Epoch: 67, Training loss: 4.1609335
Time_lapsed (hr:mm:ss) --> 00:20:24, Epoch: 67, Training loss: 4.8639174
Time_lapsed (hr:mm:ss) --> 00:20:25, Epoch: 67, Training loss: 4.1018057
Time_lapsed (hr:mm:ss) --> 00:20:27, Epoch: 67, Training loss: 5.1125956
Time_lapsed (hr:mm:ss) --> 00:20:29, Epoch: 67, Training loss: 4.404364
Time_lapsed (hr:mm:ss) --> 00:20:33, Epoch: 68, Training loss: 4.6962957
Time_lapsed (hr:mm:ss) --> 00:20:35, Epoch: 68, Training loss: 5.283993
Time_lapsed (hr:mm:ss) --> 00:20:36, Epoch: 68, Training loss: 4.0183325
Time_lapsed (hr:mm:ss) --> 00:20:38, Epoch: 68, Training loss: 4.47237
Time_lapsed (hr:mm:ss) --> 00:20:40, Epoch: 68, Training loss: 4.6546745
Time_lapsed (hr:mm:ss) --> 00:20:42, Epoch: 68, Training loss: 4.6383963
Time_lapsed (hr:mm:ss) --> 00:20:44, Epoch: 68, Training loss: 4.0494356
Time_lapsed (hr:mm:ss) --> 00:20:46, Epoch: 68, Training loss: 4.4916716
Time_lapsed (hr:mm:ss) --> 00:20:47, Epoch: 68, Training loss: 5.269366
